year_week,year,week,skill,vacancy_count,avg_salary,unique_cities,unique_employers,has_salary_ratio,vacancy_score,salary_score,employer_score,geo_score,growth_score,competition_score,demand_index,demand_level,month,quarter,skill_encoded,vacancy_count_lag1,vacancy_count_lag2,vacancy_count_lag3,vacancy_count_lag4,vacancy_count_rolling_2,vacancy_count_rolling_4,vacancy_count_rolling_8,skill_avg_vacancies,skill_std_vacancies,skill_max_vacancies,skill_min_vacancies,skill_avg_salary,skill_avg_employers,vacancy_growth,is_growing
2026_W10,2026,10,figma,9,523333.3333333333,1,9,0.6666666666666666,0.18604651162790697,0.581480189303283,0.6121942524106966,0.1111111111111111,1.0,0.6142857142857142,0.46555282121548,4,3,1,11,3.0,7.0,5.0,3.0,6.0,6.0,4.5,4.166666666666667,2.2586388102931196,9,1,371646.8253968254,4.041666666666667,2.0,1
2026_W11,2026,11,figma,3,322500.0,3,3,0.6666666666666666,0.046511627906976744,0.3583325370388066,0.36857766629741234,0.3333333333333333,0.2,0.6785714285714286,0.2800137487668827,0,3,1,11,9.0,3.0,7.0,5.0,6.0,5.5,4.625,4.166666666666667,2.2586388102931196,9,1,371646.8253968254,4.041666666666667,-0.6666666666666667,0
2026_W12,2026,12,figma,9,232500.0,3,9,0.4444444444444444,0.18604651162790697,0.25833275926053495,0.6121942524106966,0.3333333333333333,1.0,0.6142857142857142,0.4069881859270151,3,4,1,11,3.0,9.0,3.0,7.0,6.0,6.0,5.5,4.166666666666667,2.2586388102931196,9,1,371646.8253968254,4.041666666666667,2.0,1
2026_W13,2026,13,figma,5,400000.0,3,4,0.4,0.09302325581395349,0.4444434567923182,0.4279054192619903,0.3333333333333333,0.3,0.5714285714285714,0.32367984430775465,1,4,2,11,9.0,3.0,9.0,3.0,7.0,6.5,5.5,4.166666666666667,2.2586388102931196,9,1,371646.8253968254,4.041666666666667,-0.4444444444444444,0
2026_W14,2026,14,figma,7,300000.0,3,7,0.2857142857142857,0.13953488372093023,0.3333325925942387,0.5528664994461185,0.3333333333333333,0.6666666666666666,0.625,0.3706235881817565,2,4,2,11,5.0,9.0,3.0,9.0,6.0,6.0,6.0,4.166666666666667,2.2586388102931196,9,1,371646.8253968254,4.041666666666667,0.3999999999999999,1
2026_W15,2026,15,figma,6,400000.0,3,6,0.16666666666666666,0.11627906976744186,0.4444434567923182,0.5173641628202729,0.3333333333333333,0.4375,0.6326530612244898,0.3639478490071354,2,4,2,11,7.0,5.0,9.0,3.0,6.5,6.75,6.125,4.166666666666667,2.2586388102931196,9,1,371646.8253968254,4.041666666666667,-0.1428571428571429,0
2026_W16,2026,16,figma,2,150000.0,1,2,0.5,0.023255813953488372,0.16666629629711935,0.29209088984235726,0.1111111111111111,0.2142857142857143,0.7142857142857142,0.1964252057049339,0,5,2,11,6.0,7.0,5.0,9.0,4.0,5.0,5.5,4.166666666666667,2.2586388102931196,9,1,371646.8253968254,4.041666666666667,-0.6666666666666667,0
2025_W46,2025,46,flask,1,0.0,1,1,0.0,0.0,0.5,0.18428883314870617,0.1111111111111111,0.5,0.7857142857142857,0.2923258646548456,0,12,4,12,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.5,0.7977240352174657,3,1,175000.0,1.25,0.0,0
2025_W49,2025,49,flask,1,0.0,1,1,0.0,0.0,0.5,0.18428883314870617,0.1111111111111111,0.5,0.7857142857142857,0.2923258646548456,0,13,4,12,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.5,0.7977240352174657,3,1,175000.0,1.25,0.0,0
2025_W50,2025,50,flask,2,0.0,1,1,0.0,0.023255813953488372,0.5,0.18428883314870617,0.1111111111111111,0.75,0.5714285714285714,0.3028740374123207,1,13,4,12,1.0,1.0,0.0,0.0,1.5,1.3333333333333333,1.3333333333333333,1.5,0.7977240352174657,3,1,175000.0,1.25,1.0,1
2026_W02,2026,2,flask,1,0.0,1,1,0.0,0.0,0.5,0.18428883314870617,0.1111111111111111,0.33333333333333337,0.7857142857142857,0.27565919798817895,0,1,1,12,2.0,1.0,1.0,0.0,1.5,1.25,1.25,1.5,0.7977240352174657,3,1,175000.0,1.25,-0.5,0
2026_W05,2026,5,flask,1,100000.0,1,1,1.0,0.0,0.11111086419807956,0.18428883314870617,0.1111111111111111,0.5,0.7857142857142857,0.1951035807043655,0,2,1,12,1.0,2.0,1.0,1.0,1.0,1.25,1.2,1.5,0.7977240352174657,3,1,175000.0,1.25,0.0,0
2026_W07,2026,7,flask,3,0.0,2,2,0.0,0.046511627906976744,0.5,0.29209088984235726,0.2222222222222222,1.0,0.5714285714285714,0.362132201213526,2,2,1,12,1.0,1.0,2.0,1.0,2.0,1.75,1.5,1.5,0.7977240352174657,3,1,175000.0,1.25,2.0,1
2026_W08,2026,8,flask,2,0.0,2,2,0.0,0.023255813953488372,0.5,0.29209088984235726,0.2222222222222222,0.375,0.7142857142857142,0.30694117131319376,1,3,1,12,3.0,1.0,1.0,2.0,2.5,1.75,1.5714285714285714,1.5,0.7977240352174657,3,1,175000.0,1.25,-0.33333333333333337,0
2026_W09,2026,9,flask,3,0.0,2,2,0.0,0.046511627906976744,0.5,0.29209088984235726,0.2222222222222222,0.6666666666666666,0.5714285714285714,0.3287988678801927,2,3,1,12,2.0,3.0,1.0,1.0,2.5,2.25,1.75,1.5,0.7977240352174657,3,1,175000.0,1.25,0.5,1
2026_W12,2026,12,flask,1,0.0,1,1,0.0,0.0,0.5,0.18428883314870617,0.1111111111111111,0.25,0.7857142857142857,0.2673258646548456,0,4,1,12,3.0,2.0,3.0,1.0,2.0,2.25,1.75,1.5,0.7977240352174657,3,1,175000.0,1.25,-0.6666666666666667,0
2026_W14,2026,14,flask,1,250000.0,1,1,1.0,0.0,0.2777771604951989,0.18428883314870617,0.1111111111111111,0.5,0.7857142857142857,0.23677015477864533,0,4,2,12,1.0,3.0,2.0,3.0,1.0,1.75,1.75,1.5,0.7977240352174657,3,1,175000.0,1.25,0.0,0
2026_W15,2026,15,flask,1,0.0,1,1,0.0,0.0,0.5,0.18428883314870617,0.1111111111111111,0.5,0.7857142857142857,0.2923258646548456,0,4,2,12,1.0,1.0,3.0,2.0,1.0,1.5,1.625,1.5,0.7977240352174657,3,1,175000.0,1.25,0.0,0
2026_W16,2026,16,flask,1,0.0,1,1,0.0,0.0,0.5,0.18428883314870617,0.1111111111111111,0.5,0.7857142857142857,0.2923258646548456,0,5,2,12,1.0,1.0,1.0,3.0,1.0,1.0,1.625,1.5,0.7977240352174657,3,1,175000.0,1.25,0.0,0
2025_W01,2025,1,git,3,700000.0,2,3,0.3333333333333333,0.046511627906976744,0.7777760493865569,0.36857766629741234,0.2222222222222222,0.5,0.6785714285714286,0.4037635157427092,3,1,1,13,0.0,0.0,0.0,0.0,3.0,3.0,3.0,5.416666666666667,2.733315659186407,11,2,630931.3725490196,5.041666666666667,0.0,0
2025_W46,2025,46,git,2,225000.0,2,2,0.5,0.023255813953488372,0.249999444445679,0.29209088984235726,0.2222222222222222,0.375,0.7142857142857142,0.2444410324246135,0,12,4,13,3.0,0.0,0.0,0.0,2.5,2.5,2.5,5.416666666666667,2.733315659186407,11,2,630931.3725490196,5.041666666666667,-0.33333333333333337,0
2025_W47,2025,47,git,4,1350000.0,2,4,0.25,0.06976744186046512,1.0,0.4279054192619903,0.2222222222222222,0.8333333333333333,0.657142857142857,0.5063858867172792,4,12,4,13,2.0,3.0,0.0,0.0,3.0,3.0,3.0,5.416666666666667,2.733315659186407,11,2,630931.3725490196,5.041666666666667,1.0,1
2025_W48,2025,48,git,11,890000.0,2,8,0.45454545454545453,0.23255813953488372,0.9888866913629081,0.5841817796847145,0.2222222222222222,1.0,0.47619047619047605,0.574457651495169,4,13,4,13,4.0,2.0,3.0,0.0,7.5,5.0,5.0,5.416666666666667,2.733315659186407,11,2,630931.3725490196,5.041666666666667,1.75,1
2025_W49,2025,49,git,6,0.0,4,6,0.0,0.11627906976744186,0.5,0.5173641628202729,0.4444444444444444,0.29166666666666663,0.6326530612244898,0.3743647625868336,2,13,4,13,11.0,4.0,2.0,3.0,8.5,5.75,5.2,5.416666666666667,2.733315659186407,11,2,630931.3725490196,5.041666666666667,-0.4545454545454546,0
2025_W50,2025,50,git,5,0.0,2,5,0.0,0.09302325581395349,0.5,0.4763797229910634,0.2222222222222222,0.4285714285714286,0.6428571428571428,0.35372901455792494,2,13,4,13,6.0,11.0,4.0,2.0,5.5,6.5,5.166666666666667,5.416666666666667,2.733315659186407,11,2,630931.3725490196,5.041666666666667,-0.16666666666666663,0
2025_W51,2025,51,git,2,0.0,1,2,0.0,0.023255813953488372,0.5,0.29209088984235726,0.1111111111111111,0.25,0.7142857142857142,0.2833300602020826,0,13,4,13,5.0,6.0,11.0,4.0,3.5,6.0,4.714285714285714,5.416666666666667,2.733315659186407,11,2,630931.3725490196,5.041666666666667,-0.6,0
2025_W52,2025,52,git,6,712500.0,3,6,0.6666666666666666,0.11627906976744186,0.7916649074113169,0.5173641628202729,0.3333333333333333,1.0,0.6326530612244898,0.507003211661885,4,14,5,13,2.0,5.0,6.0,11.0,4.0,4.75,4.875,5.416666666666667,2.733315659186407,11,2,630931.3725490196,5.041666666666667,2.0,1
2026_W01,2026,1,git,3,1350000.0,1,3,0.3333333333333333,0.046511627906976744,1.0,0.36857766629741234,0.1111111111111111,0.2857142857142857,0.6785714285714286,0.42677982085638744,3,1,1,13,6.0,2.0,5.0,6.0,4.5,4.0,4.875,5.416666666666667,2.733315659186407,11,2,630931.3725490196,5.041666666666667,-0.5,0
2026_W02,2026,2,git,6,850000.0,3,4,0.16666666666666666,0.11627906976744186,0.9444423456836762,0.4279054192619903,0.3333333333333333,0.875,0.48571428571428565,0.504584882145212,4,1,1,13,3.0,6.0,2.0,5.0,4.5,4.25,5.375,5.416666666666667,2.733315659186407,11,2,630931.3725490196,5.041666666666667,1.0,1
2026_W03,2026,3,git,9,700000.0,4,9,0.4444444444444444,0.18604651162790697,0.7777760493865569,0.6121942524106966,0.4444444444444444,0.7142857142857143,0.6142857142857142,0.5193886909982031,4,1,1,13,6.0,3.0,6.0,2.0,7.5,6.0,6.0,5.416666666666667,2.733315659186407,11,2,630931.3725490196,5.041666666666667,0.5,1
2026_W04,2026,4,git,7,200000.0,4,7,0.14285714285714285,0.13953488372093023,0.2222217283961591,0.5528664994461185,0.4444444444444444,0.4,0.625,0.32729031657668106,2,2,1,13,9.0,6.0,3.0,6.0,8.0,6.25,5.5,5.416666666666667,2.733315659186407,11,2,630931.3725490196,5.041666666666667,-0.2222222222222222,0
2026_W05,2026,5,git,4,0.0,2,4,0.0,0.06976744186046512,0.5,0.4279054192619903,0.2222222222222222,0.3125,0.657142857142857,0.329302553383946,2,2,1,13,7.0,9.0,6.0,3.0,5.5,6.5,5.25,5.416666666666667,2.733315659186407,11,2,630931.3725490196,5.041666666666667,-0.4285714285714286,0
2026_W06,2026,6,git,4,0.0,3,4,0.0,0.06976744186046512,0.5,0.4279054192619903,0.3333333333333333,0.5,0.657142857142857,0.3591636644950571,2,2,1,13,4.0,7.0,9.0,6.0,4.0,6.0,5.125,5.416666666666667,2.733315659186407,11,2,630931.3725490196,5.041666666666667,0.0,0
2026_W07,2026,7,git,9,500000.0,3,8,0.1111111111111111,0.18604651162790697,0.5555543209903978,0.5841817796847145,0.3333333333333333,1.0,0.5714285714285714,0.4728059911648692,4,2,1,13,4.0,4.0,7.0,9.0,6.5,6.0,6.0,5.416666666666667,2.733315659186407,11,2,630931.3725490196,5.041666666666667,1.25,1
2026_W08,2026,8,git,4,350000.0,2,4,0.25,0.06976744186046512,0.38888802469327843,0.4279054192619903,0.2222222222222222,0.25,0.657142857142857,0.2952745595572656,1,3,1,13,9.0,4.0,4.0,7.0,6.5,5.25,5.75,5.416666666666667,2.733315659186407,11,2,630931.3725490196,5.041666666666667,-0.5555555555555556,0
2026_W09,2026,9,git,10,1350000.0,3,8,0.1,0.20930232558139536,1.0,0.5841817796847145,0.3333333333333333,1.0,0.5238095238095237,0.5861322503414115,4,3,1,13,4.0,9.0,4.0,4.0,7.0,6.75,6.625,5.416666666666667,2.733315659186407,11,2,630931.3725490196,5.041666666666667,1.5,1
2026_W10,2026,10,git,10,541666.6666666666,2,10,0.3,0.20930232558139536,0.6018505144062642,0.6375346163564075,0.2222222222222222,0.5,0.6103896103896104,0.44214470199062905,3,3,1,13,10.0,4.0,9.0,4.0,10.0,8.25,7.125,5.416666666666667,2.733315659186407,11,2,630931.3725490196,5.041666666666667,0.0,0
2026_W11,2026,11,git,3,223333.33333333334,3,3,1.0,0.046511627906976744,0.24814759670904435,0.36857766629741234,0.3333333333333333,0.18181818181818182,0.6785714285714286,0.25064933186626037,0,3,1,13,10.0,10.0,4.0,9.0,6.5,6.75,6.375,5.416666666666667,2.733315659186407,11,2,630931.3725490196,5.041666666666667,-0.7,0
2026_W12,2026,12,git,7,208333.33333333334,3,6,0.42857142857142855,0.13953488372093023,0.23148096707933244,0.5173641628202729,0.3333333333333333,1.0,0.5714285714285714,0.3678115217853436,2,4,1,13,3.0,10.0,10.0,4.0,5.0,7.5,6.375,5.416666666666667,2.733315659186407,11,2,630931.3725490196,5.041666666666667,1.3333333333333335,1
2026_W13,2026,13,git,3,0.0,2,3,0.0,0.046511627906976744,0.5,0.36857766629741234,0.2222222222222222,0.25,0.6785714285714286,0.30931950339606995,1,4,2,13,7.0,3.0,10.0,10.0,5.0,5.75,6.25,5.416666666666667,2.733315659186407,11,2,630931.3725490196,5.041666666666667,-0.5714285714285714,0
2026_W14,2026,14,git,3,0.0,3,3,0.0,0.046511627906976744,0.5,0.36857766629741234,0.3333333333333333,0.5,0.6785714285714286,0.34543061450718104,2,4,2,13,3.0,7.0,3.0,10.0,3.0,4.0,6.125,5.416666666666667,2.733315659186407,11,2,630931.3725490196,5.041666666666667,0.0,0
2026_W15,2026,15,git,6,375000.0,3,6,0.5,0.11627906976744186,0.41666574074279833,0.5173641628202729,0.3333333333333333,0.875,0.6326530612244898,0.40075341999475544,3,4,2,13,3.0,3.0,7.0,3.0,4.5,4.75,5.75,5.416666666666667,2.733315659186407,11,2,630931.3725490196,5.041666666666667,1.0,1
2026_W16,2026,16,git,3,200000.0,2,3,0.3333333333333333,0.046511627906976744,0.2222217283961591,0.36857766629741234,0.2222222222222222,0.2857142857142857,0.6785714285714286,0.24344636406653833,0,5,2,13,6.0,3.0,3.0,7.0,4.5,3.75,5.625,5.416666666666667,2.733315659186407,11,2,630931.3725490196,5.041666666666667,-0.5,0
2025_W46,2025,46,golang,2,225000.0,2,2,0.5,0.023255813953488372,0.249999444445679,0.29209088984235726,0.2222222222222222,0.5,0.7142857142857142,0.2569410324246135,0,12,4,14,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.6956521739130435,1.7693034738587656,7,1,436250.0,3.5217391304347827,0.0,0
2025_W47,2025,47,golang,2,0.0,1,2,0.0,0.023255813953488372,0.5,0.29209088984235726,0.1111111111111111,0.5,0.7142857142857142,0.30833006020208265,1,12,4,14,2.0,0.0,0.0,0.0,2.0,2.0,2.0,3.6956521739130435,1.7693034738587656,7,1,436250.0,3.5217391304347827,0.0,0
2025_W48,2025,48,golang,5,850000.0,2,5,0.2,0.09302325581395349,0.9444423456836762,0.4763797229910634,0.2222222222222222,1.0,0.6428571428571428,0.5219824581217011,4,13,4,14,2.0,2.0,0.0,0.0,3.5,3.0,3.0,3.6956521739130435,1.7693034738587656,7,1,436250.0,3.5217391304347827,1.5,1
2025_W49,2025,49,golang,3,0.0,1,3,0.0,0.046511627906976744,0.5,0.36857766629741234,0.1111111111111111,0.33333333333333337,0.6785714285714286,0.3065417256182922,1,13,4,14,5.0,2.0,2.0,0.0,4.0,3.0,3.0,3.6956521739130435,1.7693034738587656,7,1,436250.0,3.5217391304347827,-0.4,0
2025_W50,2025,50,golang,5,0.0,2,5,0.0,0.09302325581395349,0.5,0.4763797229910634,0.2222222222222222,0.75,0.6428571428571428,0.3858718717007821,3,13,4,14,3.0,5.0,2.0,2.0,4.0,3.75,3.4,3.6956521739130435,1.7693034738587656,7,1,436250.0,3.5217391304347827,0.6666666666666667,1
2025_W51,2025,51,golang,1,0.0,1,1,0.0,0.0,0.5,0.18428883314870617,0.1111111111111111,0.16666666666666669,0.7857142857142857,0.25899253132151223,0,13,4,14,5.0,3.0,5.0,2.0,3.0,3.5,3.0,3.6956521739130435,1.7693034738587656,7,1,436250.0,3.5217391304347827,-0.8,0
2025_W52,2025,52,golang,3,1000000.0,3,3,0.3333333333333333,0.046511627906976744,1.0,0.36857766629741234,0.3333333333333333,1.0,0.6785714285714286,0.5204306145071811,4,14,5,14,1.0,5.0,3.0,5.0,2.0,3.0,3.0,3.6956521739130435,1.7693034738587656,7,1,436250.0,3.5217391304347827,2.0,1
2026_W01,2026,1,golang,2,0.0,2,2,0.0,0.023255813953488372,0.5,0.29209088984235726,0.2222222222222222,0.375,0.7142857142857142,0.30694117131319376,1,1,1,14,3.0,1.0,5.0,3.0,2.5,2.75,2.875,3.6956521739130435,1.7693034738587656,7,1,436250.0,3.5217391304347827,-0.33333333333333337,0
2026_W02,2026,2,golang,4,750000.0,2,4,0.5,0.06976744186046512,0.8333314814855967,0.4279054192619903,0.2222222222222222,0.8333333333333333,0.657142857142857,0.4647187570886785,4,1,1,14,2.0,3.0,1.0,5.0,3.0,2.5,3.125,3.6956521739130435,1.7693034738587656,7,1,436250.0,3.5217391304347827,1.0,1
2026_W03,2026,3,golang,5,550000.0,3,5,0.4,0.09302325581395349,0.6111097530894376,0.4763797229910634,0.3333333333333333,0.6,0.6428571428571428,0.40976042108425254,3,1,1,14,4.0,2.0,3.0,1.0,4.5,3.5,3.5,3.6956521739130435,1.7693034738587656,7,1,436250.0,3.5217391304347827,0.25,1
2026_W04,2026,4,golang,5,300000.0,1,5,0.2,0.09302325581395349,0.3333325925942387,0.4763797229910634,0.1111111111111111,0.5,0.6428571428571428,0.3080939087382306,1,2,1,14,5.0,4.0,2.0,3.0,5.0,4.0,3.5,3.6956521739130435,1.7693034738587656,7,1,436250.0,3.5217391304347827,0.0,0
2026_W05,2026,5,golang,2,225000.0,1,2,1.0,0.023255813953488372,0.249999444445679,0.29209088984235726,0.1111111111111111,0.25,0.7142857142857142,0.2208299213135024,0,2,1,14,5.0,5.0,4.0,2.0,3.5,4.0,3.375,3.6956521739130435,1.7693034738587656,7,1,436250.0,3.5217391304347827,-0.6,0
2026_W06,2026,6,golang,7,200000.0,3,6,0.14285714285714285,0.13953488372093023,0.2222217283961591,0.5173641628202729,0.3333333333333333,1.0,0.5714285714285714,0.36549671211455026,2,2,1,14,2.0,5.0,5.0,4.0,4.5,4.75,3.625,3.6956521739130435,1.7693034738587656,7,1,436250.0,3.5217391304347827,2.5,1
2026_W07,2026,7,golang,3,300000.0,2,3,0.3333333333333333,0.046511627906976744,0.3333325925942387,0.36857766629741234,0.2222222222222222,0.25,0.6785714285714286,0.26765265154462964,0,2,1,14,7.0,2.0,5.0,5.0,5.0,4.25,3.875,3.6956521739130435,1.7693034738587656,7,1,436250.0,3.5217391304347827,-0.5714285714285714,0
2026_W08,2026,8,golang,7,375000.0,2,6,0.2857142857142857,0.13953488372093023,0.41666574074279833,0.5173641628202729,0.2222222222222222,1.0,0.5714285714285714,0.40299660409009896,3,3,1,14,3.0,7.0,2.0,5.0,5.0,4.75,4.375,3.6956521739130435,1.7693034738587656,7,1,436250.0,3.5217391304347827,1.3333333333333335,1
2026_W09,2026,9,golang,1,0.0,1,1,0.0,0.0,0.5,0.18428883314870617,0.1111111111111111,0.125,0.7857142857142857,0.2548258646548456,0,3,1,14,7.0,3.0,7.0,2.0,4.0,4.5,4.25,3.6956521739130435,1.7693034738587656,7,1,436250.0,3.5217391304347827,-0.8571428571428572,0
2026_W10,2026,10,golang,3,312500.0,2,3,0.6666666666666666,0.046511627906976744,0.3472214506189986,0.36857766629741234,0.2222222222222222,1.0,0.6785714285714286,0.3461248660508196,2,3,1,14,1.0,7.0,3.0,7.0,2.0,3.5,4.125,3.6956521739130435,1.7693034738587656,7,1,436250.0,3.5217391304347827,2.0,1
2026_W11,2026,11,golang,5,195000.0,3,5,0.2,0.09302325581395349,0.21666618518625513,0.4763797229910634,0.3333333333333333,0.75,0.6428571428571428,0.32614952910845696,2,3,1,14,3.0,1.0,7.0,3.0,4.0,4.0,4.125,3.6956521739130435,1.7693034738587656,7,1,436250.0,3.5217391304347827,0.6666666666666667,1
2026_W12,2026,12,golang,6,0.0,2,6,0.0,0.11627906976744186,0.5,0.5173641628202729,0.2222222222222222,0.5833333333333334,0.6326530612244898,0.381309207031278,2,4,1,14,5.0,3.0,1.0,7.0,5.5,3.75,4.25,3.6956521739130435,1.7693034738587656,7,1,436250.0,3.5217391304347827,0.19999999999999996,1
2026_W13,2026,13,golang,5,650000.0,1,4,0.4,0.09302325581395349,0.7222206172875172,0.4279054192619903,0.1111111111111111,0.4285714285714286,0.5714285714285714,0.38375905506647506,2,4,2,14,6.0,5.0,3.0,1.0,5.5,4.75,4.625,3.6956521739130435,1.7693034738587656,7,1,436250.0,3.5217391304347827,-0.16666666666666663,0
2026_W14,2026,14,golang,4,0.0,2,3,0.0,0.06976744186046512,0.5,0.36857766629741234,0.2222222222222222,0.4166666666666667,0.5714285714285714,0.3222486285344974,1,4,2,14,5.0,6.0,5.0,3.0,4.5,5.0,4.25,3.6956521739130435,1.7693034738587656,7,1,436250.0,3.5217391304347827,-0.19999999999999996,0
2026_W15,2026,15,golang,2,0.0,2,2,0.0,0.023255813953488372,0.5,0.29209088984235726,0.2222222222222222,0.3,0.7142857142857142,0.29944117131319375,1,4,2,14,4.0,5.0,6.0,5.0,3.0,4.25,4.125,3.6956521739130435,1.7693034738587656,7,1,436250.0,3.5217391304347827,-0.5,0
2026_W16,2026,16,golang,3,175000.0,2,3,0.3333333333333333,0.046511627906976744,0.19444401234663922,0.36857766629741234,0.2222222222222222,0.6666666666666666,0.6785714285714286,0.27459717314939647,0,5,2,14,2.0,4.0,5.0,6.0,2.5,3.5,3.625,3.6956521739130435,1.7693034738587656,7,1,436250.0,3.5217391304347827,0.5,1
2025_W01,2025,1,java,2,800000.0,1,2,0.5,0.023255813953488372,0.8888869135846365,0.29209088984235726,0.1111111111111111,0.5,0.7142857142857142,0.4055517885982417,3,1,1,15,0.0,0.0,0.0,0.0,2.0,2.0,2.0,11.166666666666666,3.89723052911955,17,2,486981.0606060606,10.416666666666666,0.0,0
2025_W46,2025,46,java,3,0.0,2,3,0.0,0.046511627906976744,0.5,0.36857766629741234,0.2222222222222222,0.6666666666666666,0.6785714285714286,0.3509861700627367,2,12,4,15,2.0,0.0,0.0,0.0,2.5,2.5,2.5,11.166666666666666,3.89723052911955,17,2,486981.0606060606,10.416666666666666,0.5,1
2025_W47,2025,47,java,12,661000.0,3,12,0.4166666666666667,0.2558139534883721,0.7344428123493059,0.6819497177933491,0.3333333333333333,1.0,0.6043956043956042,0.5564202405757342,4,12,4,15,3.0,2.0,0.0,0.0,7.5,5.666666666666667,5.666666666666667,11.166666666666666,3.89723052911955,17,2,486981.0606060606,10.416666666666666,3.0,1
2025_W48,2025,48,java,10,478000.0,2,10,0.5,0.20930232558139536,0.5311099308668203,0.6375346163564075,0.2222222222222222,0.4230769230769231,0.6103896103896104,0.4167672484134604,3,13,4,15,12.0,3.0,2.0,0.0,11.0,6.75,6.75,11.166666666666666,3.89723052911955,17,2,486981.0606060606,10.416666666666666,-0.16666666666666663,0
2025_W49,2025,49,java,15,415000.0,3,15,0.3333333333333333,0.32558139534883723,0.46111008642203016,0.7371553325948247,0.3333333333333333,0.7272727272727273,0.5982142857142856,0.48940727473141704,4,13,4,15,10.0,12.0,3.0,2.0,12.5,10.0,8.4,11.166666666666666,3.89723052911955,17,2,486981.0606060606,10.416666666666666,0.5,1
2025_W50,2025,50,java,11,693750.0,2,11,0.36363636363636365,0.23255813953488372,0.770831620374177,0.6606685561397696,0.2222222222222222,0.375,0.6071428571428571,0.4820121383114827,4,13,4,15,15.0,10.0,12.0,3.0,13.0,12.0,8.833333333333334,11.166666666666666,3.89723052911955,17,2,486981.0606060606,10.416666666666666,-0.2666666666666667,0
2025_W51,2025,51,java,17,410000.0,2,15,0.29411764705882354,0.37209302325581395,0.4555545432121262,0.7371553325948247,0.2222222222222222,0.75,0.5446428571428571,0.4877763506055074,4,13,4,15,11.0,15.0,10.0,12.0,14.0,13.25,10.0,11.166666666666666,3.89723052911955,17,2,486981.0606060606,10.416666666666666,0.5454545454545454,1
2025_W52,2025,52,java,12,337500.0,4,12,0.3333333333333333,0.2558139534883721,0.3749991666685185,0.6819497177933491,0.4444444444444444,0.3611111111111111,0.6043956043956042,0.4137815513777596,3,14,5,15,17.0,11.0,15.0,10.0,14.5,13.75,10.25,11.166666666666666,3.89723052911955,17,2,486981.0606060606,10.416666666666666,-0.2941176470588235,0
2026_W01,2026,1,java,9,581250.0,2,8,0.4444444444444444,0.18604651162790697,0.6458318981513375,0.5841817796847145,0.2222222222222222,0.3846153846153846,0.5714285714285714,0.42272581280553145,3,1,1,15,12.0,17.0,11.0,15.0,10.5,12.25,11.125,11.166666666666666,3.89723052911955,17,2,486981.0606060606,10.416666666666666,-0.25,0
2026_W02,2026,2,java,16,537500.0,4,14,0.25,0.3488372093023256,0.5972208950646777,0.7199963091043476,0.4444444444444444,0.85,0.5428571428571428,0.545685991652678,4,1,1,15,9.0,12.0,17.0,11.0,12.5,13.5,12.75,11.166666666666666,3.89723052911955,17,2,486981.0606060606,10.416666666666666,0.7777777777777777,1
2026_W03,2026,3,java,14,462500.0,2,12,0.14285714285714285,0.3023255813953488,0.5138877469161179,0.6819497177933491,0.2222222222222222,0.4411764705882353,0.5384615384615384,0.44164809194383603,3,1,1,15,16.0,9.0,12.0,17.0,15.0,12.75,13.0,11.166666666666666,3.89723052911955,17,2,486981.0606060606,10.416666666666666,-0.125,0
2026_W04,2026,4,java,12,583333.3333333334,1,12,0.25,0.2558139534883721,0.6481467078221308,0.6819497177933491,0.1111111111111111,0.43333333333333335,0.6043956043956042,0.4559573255550516,3,2,1,15,14.0,16.0,9.0,12.0,13.0,12.75,13.25,11.166666666666666,3.89723052911955,17,2,486981.0606060606,10.416666666666666,-0.1428571428571429,0
2026_W05,2026,5,java,12,272500.0,5,12,0.16666666666666666,0.2558139534883721,0.3027771049397668,0.6819497177933491,0.5555555555555556,0.5,0.6043956043956042,0.42072603594557173,3,2,1,15,12.0,14.0,16.0,9.0,12.0,13.5,12.875,11.166666666666666,3.89723052911955,17,2,486981.0606060606,10.416666666666666,0.0,0
2026_W06,2026,6,java,13,377500.0,3,11,0.3076923076923077,0.27906976744186046,0.41944351234775035,0.6606685561397696,0.3333333333333333,0.5384615384615384,0.5357142857142857,0.4284330074913769,3,2,1,15,12.0,12.0,14.0,16.0,12.5,12.75,13.125,11.166666666666666,3.89723052911955,17,2,486981.0606060606,10.416666666666666,0.08333333333333326,1
2026_W07,2026,7,java,13,650000.0,2,11,0.23076923076923078,0.27906976744186046,0.7222206172875172,0.6606685561397696,0.2222222222222222,0.5,0.5357142857142857,0.48917001876905364,4,2,1,15,13.0,12.0,12.0,14.0,13.0,12.5,12.625,11.166666666666666,3.89723052911955,17,2,486981.0606060606,10.416666666666666,0.0,0
2026_W08,2026,8,java,15,362500.0,3,12,0.13333333333333333,0.32558139534883723,0.4027768827180384,0.6819497177933491,0.3333333333333333,0.5714285714285714,0.5054945054945055,0.44168673797880414,3,3,1,15,13.0,13.0,12.0,12.0,14.0,13.25,13.0,11.166666666666666,3.89723052911955,17,2,486981.0606060606,10.416666666666666,0.15384615384615374,1
